symbol,name,sector,market_cap,shares,price,EPS,Sales,current_eps,EPS_CAGR,Sales_CAGR
DFSM,Dewan Farooque Spinning Mills Limited,TEXTILE SPINNING,409575540.0,97750726,4.19,"['(3.92)', '(2.93)', '(1.97)', '(1.15)']","['446380', '488344', '694230', '602428']",-3.92,0.0,-0.09510151814281809
DFML,Dewan Farooque Motors Limited,AUTOMOBILE ASSEMBLER,5768611360.0,138735242,41.58,"['(3.43)', '(1.73)', '(1.33)', '(1.42)']","['9953', '180', '144', '1548']",-3.43,0.0,0.859492149794818
DCTL,Dadabhoy Construction Technology Limited,MISCELLANEOUS,185820.0,2322800,0.08,"['0.14', '(1.63)', '(0.94)', '(1.38)']","['', '', '', '']",0.14,0.0,0.0
ESBL,Escorts Investment Bank Limited,INV. BANKS / INV. COS. / SECURITIES COS.,734952000.0,135600000,5.42,"['(0.17)', '(0.36)', '(1.45)', '(0.60)']",[],-0.17,0.0,0.0
EWLA,East West Life Assurance Company Limited,INSURANCE,1293655000.0,60170000,21.50,"['(0.01)', '(0.08)', '(0.06)', '0.49']",[],-0.01,0.0,0.0
KHSM,Khurshid Spinning Mills Limited,TEXTILE SPINNING,113962020.0,13174800,8.65,"['2.52', '1.36', '(1.10)', '(0.25)']","['973065', '626656', '', '']",2.52,0.0,0.5527897283358014
EXIDE,Exide Pakistan Limited,AUTOMOBILE PARTS & ACCESSORIES,6399088330.0,7768618,823.71,"['161.50', '97.13', '3.72', '(0.01)']","['25667602', '23402183', '14362599', '11715572']",161.5,0.0,0.29879497507439234
FSWL,Fateh Sports Wear Limited,TEXTILE COMPOSITE,157140000.0,2000000,78.57,"['(9.95)', '79.10', '46.92', '(11.97)']","['', '', '', '']",-9.95,0.0,0.0
FRSM,Faran Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,1121320650.0,25007151,44.84,"['(61.30)', '48.79', '1.09', '(14.82)']","['11143055', '9336724', '6671766', '4860285']",-61.3,0.0,0.31860336358910546
FRCL,Frontier Ceramics Limited,GLASS & CERAMICS,821861920.0,37873821,21.70,"['(2.90)', '(4.05)', '1.02', '4.24']","['3419350', '4115403', '3758162', '2828952']",-2.9,0.0,0.06522003468637316
FPJM,First Punjab Modaraba,MODARABAS,103761000.0,34020000,3.05,"['(3.28)', '(2.57)', '0.22', '(1.63)']",[],-3.28,0.0,0.0
FNEL,First National Equities Limited,INV. BANKS / INV. COS. / SECURITIES COS.,1010342330.0,267286331,3.78,[],[],0.0,0.0,0.0
FLYNGR1,Flying Cement(R),CEMENT,0.0,0,0.01,[],[],0.0,0.0,0.0
AKDCL,AKD Capital Limited,,0.0,0,392.00,[],[],0.0,0.0,0.0
FIMM,First Imrooz Modaraba,MODARABAS,630000000.0,3000000,210.00,[],"['1260138', '1668529', '1378793', '1080003']",0.0,0.0,0.05276405630160452
FIM,First Investec Modaraba,MODARABAS,600000.0,3000000,0.20,[],[],0.0,0.0,0.0
ARUJ,Aruj Industries Limited,TEXTILE COMPOSITE,93598120.0,10457890,8.95,"['(32.21)', '(13.34)', '(1.99)', '1.27']","['358278', '857996', '1298733', '1391626']",-32.21,0.0,-0.3638407168259209
FFLR1,Fauji Foods Ltd(R),,0.0,0,0.69,[],[],0.0,0.0,0.0
FFLM,First Fidelity Leasing Modaraba,MODARABAS,61280030.0,26413804,2.32,"['(0.86)', '(0.09)', '(0.24)', '(0.11)']",[],-0.86,0.0,0.0
FFL,Fauji Foods Limited,FOOD & PERSONAL CARE PRODUCTS,43091369680.0,2519963139,17.10,"['0.26', '(1.37)', '(0.79)', '(3.92)']","['19809036', '12350702', '8586396', '7373162']",0.26,0.0,0.3901762191435596
FEM,First Equity Modaraba,MODARABAS,172527600.0,52440000,3.29,[],[],0.0,0.0,0.0
FECTC,Fecto Cement Limited,CEMENT,5153940000.0,50160000,102.75,"['6.33', '(2.66)', '5.72', '(1.34)']","['10908118', '8682183', '6774567', '4961375']",6.33,0.0,0.3003170519802385
FDMF,First Dawood Mutual Fund,CLOSE - END MUTUAL FUND,406560000.0,58080000,7.00,[],[],0.0,0.0,0.0
FDIBL,First Dawood Investment Bank Limited,INV. BANKS / INV. COS. / SECURITIES COS.,433298870.0,148390023,2.92,"['0.10', '0.05', '0.04', '(0.43)']",[],0.1,0.0,0.0
FCSC,First Capital Securities Corporation,INV. BANKS / INV. COS. / SECURITIES COS.,664881240.0,316610115,2.10,"['(0.50)', '(0.20)', '0.29', '0.66']",[],-0.5,0.0,0.0
FCONM,First Constellation Modaraba,MODARABAS,7690380.0,6462500,1.19,[],[],0.0,0.0,0.0
FCL,Fast Cables Limited,CABLE & ELECTRICAL GOODS,15960314520.0,628854000,25.38,[],[],0.0,0.0,0.0
AKDHL,AKD Hospitality Limited,MISCELLANEOUS,391911840.0,2507273,156.31,"['3.33', '(1.98)', '(1.12)', '(3.93)']",[],3.33,0.0,0.0
FASM,Faisal Spinning Mills Limited,TEXTILE COMPOSITE,3400000000.0,10000000,340.00,"['(138.38)', '148.89', '409.82', '230.01']","['45029601', '37672808', '32074370', '17065186']",-138.38,0.0,0.38185462846822316
ALAC,Askari Life Assurance Company Limited,INSURANCE,788403070.0,150172014,5.25,"['(1.10)', '(1.84)', '(1.61)', '(2.09)']",[],-1.1,0.0,0.0
FAEL,Fatima Enterprises Limited,TEXTILE SPINNING,203503300.0,14231000,14.30,"['(59.41)', '(40.61)', '(64.18)', '13.32']","['1978089', '1560007', '2619760', '4071013']",-59.41,0.0,-0.21383365852426295
EXTR,Extraction (Pakistan) Limited,,0.0,0,15.10,[],[],0.0,0.0,0.0
DCM,Dawood Capital Management Limited,INV. BANKS / INV. COS. / SECURITIES COS.,0.0,0,2.15,[],[],0.0,0.0,0.0
DBSL,Dadabhoy Sack Limited,"PAPER, BOARD & PACKAGING",28000000.0,4000000,7.00,"['(0.64)', '(0.78)', '(3.48)', '(2.51)']",[],-0.64,0.0,0.0
FTMM,First Treet Manufacturing Modaraba,MODARABAS,4108694830.0,883590287,4.65,"['0.31', '(0.15)', '(0.63)', '(2.42)']","['4148262', '3911423', '7678361', '6094863']",0.31,0.0,-0.12036856047963285
ARPAK,Arpak International Investments Ltd.,MISCELLANEOUS,280760000.0,4000000,70.19,"['(62.39)', '(19.08)', '(19.76)', '(31.00)']","['21866', '15781', '14491', '13061']",-62.39,0.0,0.18740162272316163
BFBIO,BF Biosciences Limited,PHARMACEUTICALS,20431500150.0,88333334,231.30,[],[],0.0,0.0,0.0
BELA,Bela Automotives Limited,AUTOMOBILE PARTS & ACCESSORIES,946502000.0,5800000,163.19,"['(4.70)', '(1.23)', '(0.51)', '(0.61)']","['', '', '', '']",-4.7,0.0,0.0
BEEM,Beema-Pakistan Company Limited,INSURANCE,95872510.0,41683700,2.30,[],[],0.0,0.0,0.0
BECO,Beco Steel Limited,ENGINEERING,1088423460.0,124962510,8.71,"['(0.74)', '(1.63)', '1.05', '0.09']","['3098017', '3752110', '6310320', '230770']",-0.74,0.0,1.3766659755180135
BCML,Babri Cotton Mills Limited,TEXTILE SPINNING,0.0,0,42.60,"['(74.52)', '(106.13)', '(10.68)', '(23.12)']","['388102', '1548962', '2218285', '1890012']",-74.52,0.0,-0.41003383342951283
APOT,Apollo Textile Mills Limited,TEXTILE SPINNING,244564340.0,8284700,29.52,"['(4.70)', '(5.20)', '(5.70)', '(6.01)']","['', '', '', '']",-4.7,0.0,0.0
BBFL,Big Bird Foods Limited,FOOD & PERSONAL CARE PRODUCTS,16813450460.0,298905786,56.25,"['2.80', '(0.39)']","['7209868', '6061862']",2.8,0.0,0.18938174442110367
BATA,Bata Pakistan Limited,LEATHER & TANNERIES,14888890800.0,7560000,969.43,"['121.20', '115.65', '72.23', '(82.98)']","['19262623', '17733994', '13983497', '11710771']",121.2,0.0,0.1804383546624213
AQTM,Al-Qaim Textile Mills Limited,TEXTILE SPINNING,9759500.0,7450000,1.31,[],[],0.0,0.0,0.0
BAPL,Bawany Air Products Limited,CHEMICAL,247207700.0,7502510,32.95,"['(3.02)', '7.92', '(1.21)', '(2.42)']","['', '', '', '']",-3.02,0.0,0.0
BAFS,Baba Farid Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,459081000.0,9450000,48.58,"['(65.96)', '3.82', '(25.64)', '12.93']","['5840322', '4543139', '3938712', '3864161']",-65.96,0.0,0.14760877335226774
BAFL,Bank Alfalah Limited,COMMERCIAL BANKS,131977177160.0,1577165119,83.68,[],[],0.0,0.0,0.0
AZTM,Al-Azhar Textile Mills Limited,TEXTILE SPINNING,2223000.0,8550000,0.26,"['(0.74)', '1.52', '', '']","['1074323', '1050652', '', '']",-0.74,0.0,0.022529819578699595
DBCI,Dadabhoy Cement Industries Limited,CEMENT,564860700.0,98236644,5.75,"['0.05', '0.04', '(0.03)', '(0.07)']",[],0.05,0.0,0.0
AZMT,Azmat Textile Mills Limited,TEXTILE SPINNING,9452500.0,950000,9.95,[],[],0.0,0.0,0.0
AYZT,Ayaz Textile Mills Limited,TEXTILE WEAVING,0.0,0,0.20,[],[],0.0,0.0,0.0
AYTM,Ayesha Textile Mills Limited,,280000000.0,1400000,200.00,"['(375.58)', '(22.15)', '(138.99)', '(215.83)']","['', '', '', '364876']",-375.58,0.0,0.0
ARPL,Archroma Pakistan Limited,CHEMICAL,15383797450.0,34563341,445.09,"['(15.81)', '36.47', '55.25', '67.69']","['24773123', '30012733', '25154026', '19872237']",-15.81,0.0,0.07624546297056667
AWTX,Allawasaya Tex. & Finishing Mills Ltd,TEXTILE SPINNING,1038032000.0,800000,297.54,"['(306.27)', '(205.96)', '179.86', '181.78']","['6118254', '3775806', '4827204', '3546836']",-306.27,0.0,0.19930266383586837
ATRL,Attock Refinery Limited,REFINERY,69929598380.0,106616250,655.90,"['236.76', '274.12', '93.14', '(20.12)']","['382916673', '369221549', '261983815', '127730407']",236.76,0.0,0.4419050414159069
ASTM,Asim Textile Mills Limited,TEXTILE SPINNING,248599260.0,15177000,16.38,"['(1.75)', '(1.94)', '2.16', '5.02']","['1812690', '354678', '2080169', '1726224']",-1.75,0.0,0.016425291182046164
ASTL,Amreli Steels Limited,ENGINEERING,7499538530.0,297011427,25.25,"['(20.56)', '(2.35)', '4.46', '4.61']","['38775737', '45492724', '58184282', '39218453']",-20.56,0.0,-0.0037770688146637754
ASRL,Associated Services Limited,JUTE,0.0,0,99.00,"['(4.74)', '0.74', '2.61', '']",[],-4.74,0.0,0.0
ASL,Aisha Steel Mills Limited,ENGINEERING,10727689380.0,924800809,11.60,"['(0.26)', '(3.56)', '1.27', '8.21']","['42749652', '31102382', '64830418', '55116371']",-0.26,0.0,-0.08120775061691687
ASHT,Ashfaq Textile Mills Limited,TEXTILE WEAVING,619314970.0,46565035,13.30,"['(1.72)', '(1.72)', '0.41', '0.27']",[],-1.72,0.0,0.0
ASCR1,AL-Shaheer (R),,0.0,0,6.28,[],[],0.0,0.0,0.0
ANTM,AN Textile Mills Limited,TEXTILE COMPOSITE,102396000.0,9660000,10.60,"['(11.43)', '(20.26)', '9.99', '12.37']","['3460089', '1676679', '2806815', '2096653']",-11.43,0.0,0.18173537611879764
BGL,Baluchistan Glass Limited,GLASS & CERAMICS,3136584000.0,261600000,11.99,"['(1.94)', '(0.52)', '(1.03)', '0.10']","['161345', '186006', '1346050', '1252220']",-1.94,0.0,-0.4949221863779264
BHAT,Bhanero Textile Mills Limited,TEXTILE COMPOSITE,2584819400.0,3040964,850.00,"['(43.36)', '527.16', '919.38', '616.90']","['33057245', '18545108', '17252509', '12158113']",-43.36,0.0,0.395725973015844
BIIC,Business & Industrial Insurance Company,INSURANCE,30795750.0,8554376,3.60,[],[],0.0,0.0,0.0
DATM,Data Textiles Limited,,0.0,0,2.35,"['(0.01)', '(0.02)', '(0.03)', '(0.03)']","['', '', '', '']",-0.01,0.0,0.0
DADX,Dadex Eternit Limited,ENGINEERING,714837240.0,10764000,66.41,"['(32.55)', '(39.02)', '(13.28)', '(3.62)']","['1119264', '1413449', '1696847', '2444539']",-32.55,0.0,-0.22925297868804817
CWSM,Chakwal Spinning Mills Limited,TEXTILE SPINNING,8049560200.0,121576200,66.21,"['(1.00)', '(0.25)', '(0.36)', '(0.35)']","['', '', '', '']",-1.0,0.0,0.0
CTM,Colony Textile Mills Limited,TEXTILE SPINNING,2221124600.0,498010000,4.46,"['(7.31)', '1.66', '0.57', '1.50']","['16764028', '20852724', '30817244', '25468528']",-7.31,0.0,-0.13012233994142752
CRTM,The Crescent Textile Mills Limited,TEXTILE COMPOSITE,1421000000.0,100000000,14.21,"['(17.50)', '5.61', '13.68', '6.12']","['23755882', '19891361', '20331457', '17817252']",-17.5,0.0,0.10063540490778533
COST,(Colony) Sarhad Textile Mills Limited,,0.0,0,0.50,[],[],0.0,0.0,0.0
AMTEX,Amtex Limited,TEXTILE SPINNING,822393520.0,259430134,3.17,"['0.35', '0.53', '0.40', '(0.57)']","['2793103', '1691534', '1250878', '1074983']",0.35,0.0,0.3747649516211138
CLVL,Cordoba Logistics & Ventures Limited,TRANSPORT,1225788400.0,72105200,17.00,"['0.32', '0.52', '(0.37)', '(0.24)']","['45935', '56053', '8300', '']",0.32,0.0,1.3525172367907512
CLOV,Clover Pakistan Limited,FOOD & PERSONAL CARE PRODUCTS,1636256320.0,31143059,52.54,"['6.18', '(2.29)', '(3.36)', '(19.43)']","['1812302', '59412', '93272', '374437']",6.18,0.0,0.6915464870955235
CLOUD,Chakwal Spinning Mills Limited,TEXTILE SPINNING,7641064170.0,121576200,62.85,"['(0.25)', '(0.36)', '(0.35)', '(0.36)']","['', '', '', '146549']",-0.25,0.0,0.0
CJPL,Crescent Jute Products Limited,JUTE,143293710.0,23763468,6.03,[],[],0.0,0.0,0.0
CHBL,Chenab Limited,TEXTILE COMPOSITE,877450000.0,115000000,7.63,"['(2.84)', '(3.52)', '(3.93)', '8.49']","['3342302', '2127980', '503741', '']",-2.84,0.0,1.575841846882458
CFL,Crescent Fibres Limited,TEXTILE SPINNING,546386540.0,12417876,44.00,"['(61.08)', '30.27', '52.72', '36.58']","['6499839', '6847571', '8098145', '6091013']",-61.08,0.0,0.02189049034756141
ANNT,Annoor Textile Mills Limited,TEXTILE SPINNING,19828510.0,1742400,11.38,[],[],0.0,0.0,0.0
CECL,Climax Engineering Company Limited,CABLE & ELECTRICAL GOODS,331200000.0,3312000,100.00,"['(2.61)', '18.93', '(7.50)', '15.03']","['27940', '35458', '40589', '54434']",-2.61,0.0,-0.19933277547423556
ANSM,Ansari Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,326153980.0,56136657,5.81,"['(12.53)', '(5.20)', '(4.57)', '(7.79)']","['664347', '967206', '405167', '175564']",-12.53,0.0,0.5583075339483681
BTL,Blessed Textiles Limited,TEXTILE COMPOSITE,2186751360.0,6432000,339.98,"['(265.27)', '143.20', '498.55', '333.54']","['31821773', '24156586', '22030769', '15430567']",-265.27,0.0,0.2728605589772968
BRR,B.R.R. Guardian Modaraba,,0.0,0,11.50,[],[],0.0,0.0,0.0
BROT,Brothers Textile Mills Limited,TEXTILE SPINNING,41160000.0,9800000,4.20,"['(0.52)', '0.56', '0.37', '(0.55)']","['', '', '', '']",-0.52,0.0,0.0
BPL,Burshane LPG (Pakistan) Limited,OIL & GAS MARKETING COMPANIES,674667000.0,22488900,30.00,"['(3.28)', '(2.94)', '1.19', '(5.33)']","['2377502', '3533606', '4494627', '2591297']",-3.28,0.0,-0.02829471183245802
BPBL,Balochistan Particle Board Limited,,0.0,0,17.31,"['(0.15)', '(0.03)', '0.02', '0.04']","['2380', '1943', '2283', '2027']",-0.15,0.0,0.05497233102885324
BNL,Bunnys Limited,FOOD & PERSONAL CARE PRODUCTS,982705510.0,66805269,14.71,"['(1.62)', '1.97', '2.08', '2.66']","['7009268', '5686623', '4468903', '3570045']",-1.62,0.0,0.2521787376570801
BML,Bank Makramah Limited,COMMERCIAL BANKS,18277328790.0,6622220576,2.76,"['(1.00)', '(1.20)', '(1.09)', '(2.63)']",[],-1.0,0.0,0.0
BIPLS,BIPL Securities Limited,INV. BANKS / INV. COS. / SECURITIES COS.,3863000000.0,100000000,38.63,"['1.80', '0.94', '(0.12)', '(0.27)']",[],1.8,0.0,0.0
BILF,Bilal Fibres Limited,TEXTILE SPINNING,207270000.0,14100000,14.70,"['(1.43)', '(1.66)', '(3.94)', '(0.38)']","['', '', '', '']",-1.43,0.0,0.0
FTHM,Fateh Textile Mills Limited,TEXTILE COMPOSITE,92500000.0,1250000,74.00,[],[],0.0,0.0,0.0
FIL,Fateh Industries Limited,LEATHER & TANNERIES,267880000.0,2000000,133.94,"['(0.97)', '(2.82)', '(2.05)', '(2.11)']","['13659', '16495', '14184', '13563']",-0.97,0.0,0.0023538152303925752
FTSM,First Tri-Star Modaraba,MODARABAS,296283460.0,21163104,14.00,[],[],0.0,0.0,0.0
HAEL,Hala Enterprises Limited,TEXTILE COMPOSITE,179349000.0,12996304,13.80,"['(3.64)', '1.46', '0.91', '0.54']","['521606', '648204', '549651', '389822']",-3.64,0.0,0.10194202043488798
IGIBL,IGI Investment Bank Limited,INV. BANKS / INV. COS. / SECURITIES COS.,682962000.0,212100000,3.22,"['0.00', '0.08', '(0.64)', '(5.11)']",[],0.0,0.0,0.0
IFSL,Invest & Finance Securities Limited,INV. BANKS / INV. COS. / SECURITIES COS.,0.0,0,157.82,"['(0.48)', '5.66', '4.06', '3.48']",[],-0.48,0.0,0.0
IDSM,Ideal Spinning Mills Limited,TEXTILE SPINNING,112096000.0,9920000,11.30,"['(32.48)', '(55.85)', '32.56', '20.39']","['5559463', '6859842', '6095257', '4793145']",-32.48,0.0,0.05068071021995313
IDRT,Idrees Textile Mills Limited,TEXTILE SPINNING,293821440.0,19852800,14.80,"['(9.79)', '(0.63)', '21.76', '8.05']","['6449761', '4200141', '5166171', '4002483']",-9.79,0.0,0.17238802898152317
ICCI,ICC Industries Limited,TEXTILE WEAVING,339012660.0,30001120,11.30,"['(0.39)', '(0.17)', '0.11', '(1.30)']","['52974', '45322', '39028', '9987']",-0.39,0.0,0.7439843060623428
IBFL,Ibrahim Fibres Limited,SYNTHETIC & RAYON,108680553320.0,310506995,350.01,"['0.98', '17.10', '21.19', '(4.17)']","['119761927', '115581020', '70607073', '47078366']",0.98,0.0,0.3651041851791501
HWQS,Haseeb Waqas Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,372600000.0,32400000,11.50,"['(9.16)', '(14.39)', '(5.71)', '(9.53)']","['', '', '', '']",-9.16,0.0,0.0
HUSI,Husein Industries Limited,PROPERTY,345552710.0,10625852,32.52,[],"['362868', '160603', '221851', '149684']",0.0,0.0,0.34335593045525115
FUDLM,First UDL Modaraba,,0.0,0,8.00,"['(0.07)', '2.16', '0.84', '(0.08)']",[],-0.07,0.0,0.0
HSPI,Huffaz Seamless Pipe Industries Limited,ENGINEERING,488816680.0,55484300,8.81,"['(1.94)', '(1.98)', '(0.11)', '0.04']","['134317', '97243', '341615', '501103']",-1.94,0.0,-0.3552351895608815
HSMPSR,Husein Sugar(R),,0.0,0,0.07,[],[],0.0,0.0,0.0
HSMCPS,Husein Sugar(Pref),SUGAR & ALLIED INDUSTRIES,89414550.0,14445000,6.19,[],[],0.0,0.0,0.0
HRPL,Habib Rice Product Limited.,SUGAR & ALLIED INDUSTRIES,1314800000.0,40000000,32.87,"['(2.31)', '8.33', '2.10', '6.25']","['2340412', '2534016', '1919657', '1772259']",-2.31,0.0,0.09712229830617924
ADOS,Ados Pakistan Limited,ENGINEERING,0.0,0,29.00,"['16.66', '(2.63)', '(4.29)', '(10.42)']","['146199', '21821', '73894', '38069']",16.66,0.0,0.5659971874633485
HMIM,Haji Mohammad Ismail Mills Limited,TEXTILE SPINNING,104781600.0,11975040,8.75,"['(0.45)', '(0.32)', '(0.30)', '(0.25)']","['', '', '', '']",-0.45,0.0,0.0
HKKT,Hakkim Textile Mills Limited,TEXTILE WEAVING,2697400.0,5394800,0.50,[],[],0.0,0.0,0.0
ADTM,Adil Textile Mills Limited,TEXTILE SPINNING,68797000.0,7730000,8.90,[],[],0.0,0.0,0.0
HIRAT,Hira Textile Mills Limited,TEXTILE SPINNING,307351620.0,86577920,3.55,"['(4.23)', '(6.74)', '(1.99)', '(3.51)']","['42200', '319751', '1473014', '1463374']",-4.23,0.0,-0.693343360513573
HINO,Hinopak Motors Limited,AUTOMOBILE ASSEMBLER,10952918630.0,24801120,441.63,"['(5.29)', '0.65', '16.82', '(13.37)']","['7622709', '13185973', '12530886', '9132180']",-5.29,0.0,-0.05844659296324395
HGFA,HBL Growth Fund,CLOSE - END MUTUAL FUND,3146850000.0,283500000,11.10,"['', '5.86', '1.61', '(0.49)']",[],0.0,0.0,0.0
HATM,Hamid Textile Mills Limited,TEXTILE COMPOSITE,12873450.0,13271600,0.97,"['(1.98)', '0.56', '0.64', '(1.74)']","['771550', '563533', '551811', '313982']",-1.98,0.0,0.34943853557262017
HASCOL,Hascol Petroleum Limited,OIL & GAS MARKETING COMPANIES,12309166780.0,999120680,12.32,"['(17.83)', '(14.45)', '(7.60)', '(23.46)']","['162709607', '70973746', '62942277', '113070621']",-17.83,0.0,0.12898404967612698
HAJT,Hajra Textile Mills Limited,TEXTILE SPINNING,9900000.0,13750000,0.72,[],[],0.0,0.0,0.0
IGIIL,IGI Insurance Limited,INSURANCE,37876281400.0,124030000,305.38,"['(2.01)', '11.69', '10.54', '6.71']",[],-2.01,0.0,0.0
IGIL,IGI Life Insurance Limited,INSURANCE,2420348570.0,170567200,14.19,"['0.84', '0.25', '(2.05)', '(0.56)']",[],0.84,0.0,0.0
ILTM,Island Textile Mills Limited,,0.0,0,400.00,"['(721.27)', '369.46', '920.15', '25.03']","['6749399', '7557243', '6303217', '5708276']",-721.27,0.0,0.057434266586167126
JOPP,Johnson & Phillips (Pakistan) Limited,CABLE & ELECTRICAL GOODS,872327000.0,5450000,160.06,"['(3.75)', '6.18', '(2.62)', '(9.97)']","['2799', '86580', '', '905']",-3.75,0.0,0.7586408614489801
KEL,K-Electric Limited,POWER GENERATION & DISTRIBUTION,135590603740.00002,27615194245,4.91,"['(1.12)', '0.31', '0.43', '(0.11)']","['519471227', '518777106', '325048549', '288807383']",-1.12,0.0,0.2161423214001177
KCL,Karam Ceramics Limited,GLASS & CERAMICS,865669070.0,14549060,59.50,"['(29.70)', '(32.65)', '(17.30)', '2.86']","['1348466', '977133', '818082', '1126645']",-29.7,0.0,0.061738671037007586
KASBM,KASB Modaraba,,0.0,0,1.19,"['0.13', '0.61', '(2.14)', '(0.71)']",[],0.13,0.0,0.0
AAL,Agro Allianz Limited,TEXTILE SPINNING,0.0,1183200,0.00,"['0.21', '0.36', '5.55', '(0.26)']",[],0.21,0.0,0.0
KAKL,Kaiser Arts & Krafts Limited,TEXTILE COMPOSITE,4702500.0,8550000,0.55,[],[],0.0,0.0,0.0
JSIL,JS Investments Limited,INV. BANKS / INV. COS. / SECURITIES COS.,1485670860.0,61774256,24.05,"['5.02', '(2.41)', '(4.86)', '(0.64)']",[],5.02,0.0,0.0
JSCLR1,Jahangi Sidd(R),,0.0,0,1.19,[],[],0.0,0.0,0.0
JSBLR1,JS Bank Limited Right (R),,0.0,0,0.01,[],[],0.0,0.0,0.0
JPGL,Japan Power Generation Limited,,0.0,0,1.90,"['(2.07)', '(2.95)', '(3.55)', '(5.64)']","['739731', '719567', '755849', '797863']",-2.07,0.0,-0.02490147873556292
JOVC,Javed Omer Vohra & Company Limited,,96558000.0,50820000,1.90,[],[],0.0,0.0,0.0
JATM,J.A. Textile Mills Limited,TEXTILE SPINNING,429448900.0,12601200,34.08,"['(4.83)', '(2.66)', '3.65', '7.15']","['129954', '33686', '1945515', '1522471']",-4.83,0.0,-0.5597018362583528
IMAGER1,Image Pak Ltd(R),,0.0,0,8.79,[],[],0.0,0.0,0.0
ITTEFAQ,Ittefaq Iron Industries Limited,ENGINEERING,1267334740.0,144343364,8.78,"['(5.69)', '(0.65)', '1.62', '1.85']","['2271683', '8284454', '11225261', '6200915']",-5.69,0.0,-0.2844653821692289
ITSL,Investec Securities Limited,INV. BANKS / INV. COS. / SECURITIES COS.,6860000.0,16333333,0.42,[],[],0.0,0.0,0.0
ISTM,Ishaq Textile Mills Limited,TEXTILE COMPOSITE,77183400.0,9660000,7.99,"['(0.79)', '(18.67)', '(8.50)', '(28.32)']","['1598473', '1102932', '1466267', '1358792']",-0.79,0.0,0.055643896933741166
ISHT,Ishtiaq Textile Mills Limited,TEXTILE SPINNING,76513600.0,4250000,18.00,"['(9.29)', '(7.14)', '(16.41)', '(26.31)']","['3616', '35505', '275139', '555766']",-9.29,0.0,-0.8133138286381405
IPAK,International Packaging Films Limited,"PAPER, BOARD & PACKAGING",15649470000.0,700200000,22.35,['1.79'],['17088885'],1.79,0.0,0.0
INMF,Investec Mutual Fund Limited,CLOSE - END MUTUAL FUND,1700000.0,10000000,0.17,[],[],0.0,0.0,0.0
INKL,International Knitwear Limited,TEXTILE COMPOSITE,154703250.0,9675000,15.99,"['1.14', '2.28', '2.28', '(0.01)']","['850505', '611489', '670263', '488090']",1.14,0.0,0.2033509922211858
IMSL,Imperial Sugar Limited,SUGAR & ALLIED INDUSTRIES,1370436800.0,99020000,13.84,"['1.56', '(6.31)', '(8.91)', '(3.05)']","['', '', '', '344713']",1.56,0.0,0.0
ABSON,Abson Industries Limited,"PAPER, BOARD & PACKAGING",7750000.0,3100000,2.50,[],[],0.0,0.0,0.0
IMS,Intermarket Securities Limited,INV. BANKS / INV. COS. / SECURITIES COS.,8357228970.0,128751024,64.91,[],[],0.0,0.0,0.0
HAFL,Hafiz Limited,TEXTILE COMPOSITE,338016000.0,1200000,281.68,[],"['33833', '32733', '25465', '23035']",0.0,0.0,0.13671283569985326
ASC,Al Shaheer Corporation Limited,FOOD & PERSONAL CARE PRODUCTS,2676954050.0,374923537,7.14,"['(5.54)', '(0.80)', '0.38', '0.74']","['6884918', '6043329', '5367507', '3912006']",-5.54,0.0,0.20734972253879036
HADC,Haydari Construction Company Limited,MISCELLANEOUS,105664000.0,6400000,16.51,"['(0.04)', '(0.08)', '(0.07)', '(0.32)']",[],-0.04,0.0,0.0
GRYL,Grays Leasing Limited,LEASING COMPANIES,109865000.0,21500000,5.11,[],[],0.0,0.0,0.0
GHNL,Ghandhara Nissan Limited,AUTOMOBILE ASSEMBLER,1932384750.0,57002500,33.90,"['1.77', '2.29', '(3.62)', '(0.51)']","['5359062', '3225727', '1663080', '2373750']",1.77,0.0,0.31185127357587206
GAMON,Gammon Pakistan Limited,MISCELLANEOUS,1251911370.0,28266231,44.29,"['1.51', '0.27', '(0.23)', '(0.29)']","['', '6678', '24332', '75717']",1.51,0.0,-0.7030204750718425
GASF,Golden Arrow Selected Stocks,CLOSE - END MUTUAL FUND,1017537920.0,152098344,6.69,"['(1.24)', '(0.23)', '5.51', '1.05']",[],-1.24,0.0,0.0
AEL,AEL Textile Limited,,0.0,0,33.68,"['0.30', '(1.74)', '(3.23)', '(3.23)']","['32150', '', '2927', '']",0.3,0.0,9.983942603348138
GGLR1,Ghani Global(R),,0.0,0,3.94,[],[],0.0,0.0,0.0
GGL,Ghani Global Holdings Limited,CHEMICAL,5202016780.0,354119590,14.69,"['0.07', '0.05', '0.03', '(0.14)']","['170802', '140266', '91838', '6973']",0.07,0.0,1.9041860088618279
GAIL,Ghani Automobile Industries Limited,AUTOMOBILE ASSEMBLER,370213710.0,50028880,7.40,"['(0.66)', '(0.47)', '(0.16)', '(1.06)']","['70294', '148992', '192037', '116198']",-0.66,0.0,-0.15425416444412499
GGGLR1,Ghani Global(R),,0.0,0,5.02,[],[],0.0,0.0,0.0
